value,month,day,hour,minute,snow,snow_depth,min_temp,max_temp,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,TotalMinutes
-0.600980085,-1.256743186,-1.571669233,-0.215044957,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,0.70711798,-1.225561429,-0.011702525,1.38896633,-0.178828571
-0.489728807,-1.256743186,-1.571669233,-0.070680093,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,0.365896114,-1.366783969,-0.011702525,1.38896633,-0.106693798
-0.304215528,-1.256743186,-1.571669233,-0.070680093,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,0.365896114,-1.366783969,-0.011702525,1.38896633,-0.034559025
-0.241858124,-1.256743186,-1.571669233,0.07368477,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.000280053,-1.414952348,-0.011702525,1.38896633,0.037575748
-0.096877158,-1.256743186,-1.571669233,0.07368477,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.000280053,-1.414952348,-0.011702525,1.38896633,0.109710521
-0.095459945,-1.256743186,-1.571669233,0.218049633,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.366456219,-1.366783969,-0.011702525,1.38896633,0.181845294
0.012390021,-1.256743186,-1.571669233,0.218049633,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.366456219,-1.366783969,-0.011702525,1.38896633,0.253980068
0.116271788,-1.256743186,-1.571669233,0.362414496,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.707678085,-1.225561429,-0.011702525,1.38896633,0.326114841
0.171259681,-1.256743186,-1.571669233,0.362414496,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.707678085,-1.225561429,-0.011702525,1.38896633,0.398249614
0.235459463,-1.256743186,-1.571669233,0.506779359,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.000691944,-1.00090881,-0.011702525,1.38896633,0.470384387
0.157370986,-1.256743186,-1.571669233,0.506779359,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.000691944,-1.00090881,-0.011702525,1.38896633,0.54251916
0.036199212,-1.256743186,-1.571669233,0.651144222,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.225529386,-0.708135816,-0.011702525,1.38896633,0.614653933
0.01125625,-1.256743186,-1.571669233,0.651144222,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.225529386,-0.708135816,-0.011702525,1.38896633,0.686788706
0.172110009,-1.256743186,-1.571669233,0.795509085,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.366868111,-0.367194444,-0.011702525,1.38896633,0.758923479
0.288038093,-1.256743186,-1.571669233,0.795509085,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.366868111,-0.367194444,-0.011702525,1.38896633,0.831058252
0.259552097,-1.256743186,-1.571669233,0.939873949,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.415076118,-0.001319284,-0.011702525,1.38896633,0.903193025
0.28775465,-1.256743186,-1.571669233,0.939873949,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.415076118,-0.001319284,-0.011702525,1.38896633,0.975327798
0.285912272,-1.256743186,-1.571669233,1.084238812,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.366868111,0.364555876,-0.011702525,1.38896633,1.047462571
0.196060921,-1.256743186,-1.571669233,1.084238812,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.366868111,0.364555876,-0.011702525,1.38896633,1.119597344
0.126759169,-1.256743186,-1.571669233,1.228603675,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.225529386,0.705497248,-0.011702525,1.38896633,1.191732117
0.161197463,-1.256743186,-1.571669233,1.228603675,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.225529386,0.705497248,-0.011702525,1.38896633,1.26386689
-0.096168552,-1.256743186,-1.571669233,1.372968538,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.000691944,0.998270242,-0.011702525,1.38896633,1.336001663
-0.0268668,-1.256743186,-1.571669233,1.372968538,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-1.000691944,0.998270242,-0.011702525,1.38896633,1.408136436
-0.28068978,-1.256743186,-1.571669233,1.517333401,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.707678085,1.222922862,-0.011702525,1.38896633,1.48027121
-0.335819395,-1.256743186,-1.571669233,1.517333401,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.707678085,1.222922862,-0.011702525,1.38896633,1.552405983
-0.669148066,-1.256743186,-1.571669233,1.661698264,-0.999805504,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.366456219,1.364145402,-0.011702525,1.38896633,1.624540756
-0.855936837,-1.256743186,-1.571669233,1.661698264,1.000194534,-0.11444239,-0.097080897,2.042698627,1.828706057,-0.366456219,1.364145402,-0.011702525,1.38896633,1.696675529
-1.091761203,-1.256743186,-1.456109285,-1.658693588,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.000280053,1.41231378,1.09759577,0.858073946,-1.693658805
-1.433734878,-1.256743186,-1.456109285,-1.658693588,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.000280053,1.41231378,1.09759577,0.858073946,-1.621524032
-1.6155634,-1.256743186,-1.456109285,-1.514328725,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,0.365896114,1.364145402,1.09759577,0.858073946,-1.549389259
-1.720578938,-1.256743186,-1.456109285,-1.514328725,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,0.365896114,1.364145402,1.09759577,0.858073946,-1.477254486
-1.864851297,-1.256743186,-1.456109285,-1.369963862,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,0.70711798,1.222922862,1.09759577,0.858073946,-1.405119713
-1.952576827,-1.256743186,-1.456109285,-1.369963862,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,0.70711798,1.222922862,1.09759577,0.858073946,-1.33298494
-1.965756915,-1.256743186,-1.456109285,-1.225598999,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,1.000131839,0.998270242,1.09759577,0.858073946,-1.260850167
-2.028822926,-1.256743186,-1.456109285,-1.225598999,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,1.000131839,0.998270242,1.09759577,0.858073946,-1.188715394
-1.983330365,-1.256743186,-1.456109285,-1.081234136,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,1.224969281,0.705497248,1.09759577,0.858073946,-1.116580621
-1.941947724,-1.256743186,-1.456109285,-1.081234136,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,1.224969281,0.705497248,1.09759577,0.858073946,-1.044445848
-1.88483401,-1.256743186,-1.456109285,-0.936869272,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,1.366308006,0.364555876,1.09759577,0.858073946,-0.972311074
-1.577298629,-1.256743186,-1.456109285,-0.936869272,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,1.366308006,0.364555876,1.09759577,0.858073946,-0.900176301
-1.241277252,-1.256743186,-1.456109285,-0.792504409,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,1.414516012,-0.001319284,1.09759577,0.858073946,-0.828041528
-0.585390734,-1.256743186,-1.456109285,-0.792504409,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,1.414516012,-0.001319284,1.09759577,0.858073946,-0.755906755
-0.137834635,-1.256743186,-1.456109285,-0.648139546,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,1.366308006,-0.367194444,1.09759577,0.858073946,-0.683771982
0.294273833,-1.256743186,-1.456109285,-0.648139546,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,1.366308006,-0.367194444,1.09759577,0.858073946,-0.611637209
0.407650932,-1.256743186,-1.456109285,-0.503774683,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,1.224969281,-0.708135816,1.09759577,0.858073946,-0.539502436
0.434719715,-1.256743186,-1.456109285,-0.503774683,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,1.224969281,-0.708135816,1.09759577,0.858073946,-0.467367663
0.492400314,-1.256743186,-1.456109285,-0.35940982,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,1.000131839,-1.00090881,1.09759577,0.858073946,-0.39523289
0.408217818,-1.256743186,-1.456109285,-0.35940982,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,1.000131839,-1.00090881,1.09759577,0.858073946,-0.323098117
0.128034662,-1.256743186,-1.456109285,-0.215044957,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,0.70711798,-1.225561429,1.09759577,0.858073946,-0.250963344
0.231207822,-1.256743186,-1.456109285,-0.215044957,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,0.70711798,-1.225561429,1.09759577,0.858073946,-0.178828571
0.094588418,-1.256743186,-1.456109285,-0.070680093,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,0.365896114,-1.366783969,1.09759577,0.858073946,-0.106693798
0.210233059,-1.256743186,-1.456109285,-0.070680093,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,0.365896114,-1.366783969,1.09759577,0.858073946,-0.034559025
0.256575948,-1.256743186,-1.456109285,0.07368477,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.000280053,-1.414952348,1.09759577,0.858073946,0.037575748
0.356489516,-1.256743186,-1.456109285,0.07368477,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.000280053,-1.414952348,1.09759577,0.858073946,0.109710521
0.276558662,-1.256743186,-1.456109285,0.218049633,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.366456219,-1.366783969,1.09759577,0.858073946,0.181845294
0.441664062,-1.256743186,-1.456109285,0.218049633,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.366456219,-1.366783969,1.09759577,0.858073946,0.253980068
0.352521318,-1.256743186,-1.456109285,0.362414496,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.707678085,-1.225561429,1.09759577,0.858073946,0.326114841
0.392203303,-1.256743186,-1.456109285,0.362414496,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.707678085,-1.225561429,1.09759577,0.858073946,0.398249614
0.370945096,-1.256743186,-1.456109285,0.506779359,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.000691944,-1.00090881,1.09759577,0.858073946,0.470384387
0.31255589,-1.256743186,-1.456109285,0.506779359,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.000691944,-1.00090881,1.09759577,0.858073946,0.54251916
0.004878788,-1.256743186,-1.456109285,0.651144222,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.225529386,-0.708135816,1.09759577,0.858073946,0.614653933
-0.17850867,-1.256743186,-1.456109285,0.651144222,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.225529386,-0.708135816,1.09759577,0.858073946,0.686788706
0.044702494,-1.256743186,-1.456109285,0.795509085,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.366868111,-0.367194444,1.09759577,0.858073946,0.758923479
0.454277264,-1.256743186,-1.456109285,0.795509085,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.366868111,-0.367194444,1.09759577,0.858073946,0.831058252
0.80050258,-1.256743186,-1.456109285,0.939873949,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.415076118,-0.001319284,1.09759577,0.858073946,0.903193025
1.03363424,-1.256743186,-1.456109285,0.939873949,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.415076118,-0.001319284,1.09759577,0.858073946,0.975327798
1.012376034,-1.256743186,-1.456109285,1.084238812,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.366868111,0.364555876,1.09759577,0.858073946,1.047462571
0.929610752,-1.256743186,-1.456109285,1.084238812,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.366868111,0.364555876,1.09759577,0.858073946,1.119597344
0.844294485,-1.256743186,-1.456109285,1.228603675,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.225529386,0.705497248,1.09759577,0.858073946,1.191732117
0.67975597,-1.256743186,-1.456109285,1.228603675,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.225529386,0.705497248,1.09759577,0.858073946,1.26386689
0.588062241,-1.256743186,-1.456109285,1.372968538,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.000691944,0.998270242,1.09759577,0.858073946,1.336001663
0.582535108,-1.256743186,-1.456109285,1.372968538,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-1.000691944,0.998270242,1.09759577,0.858073946,1.408136436
0.296824818,-1.256743186,-1.456109285,1.517333401,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.707678085,1.222922862,1.09759577,0.858073946,1.48027121
0.063126273,-1.256743186,-1.456109285,1.517333401,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.707678085,1.222922862,1.09759577,0.858073946,1.552405983
-0.231087299,-1.256743186,-1.456109285,1.661698264,-0.999805504,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.366456219,1.364145402,1.09759577,0.858073946,1.624540756
-0.408380738,-1.256743186,-1.456109285,1.661698264,1.000194534,-0.11444239,-0.097080897,2.200183929,2.10915584,-0.366456219,1.364145402,1.09759577,0.858073946,1.696675529
-0.748512035,-1.256743186,-1.340549338,-1.658693588,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.000280053,1.41231378,1.371569823,-0.334830413,-1.693658805
-1.067385126,-1.256743186,-1.340549338,-1.658693588,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.000280053,1.41231378,1.371569823,-0.334830413,-1.621524032
-1.313129988,-1.256743186,-1.340549338,-1.514328725,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,0.365896114,1.364145402,1.371569823,-0.334830413,-1.549389259
-1.627184553,-1.256743186,-1.340549338,-1.514328725,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,0.365896114,1.364145402,1.371569823,-0.334830413,-1.477254486
-1.744955014,-1.256743186,-1.340549338,-1.369963862,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,0.70711798,1.222922862,1.371569823,-0.334830413,-1.405119713
-1.845293747,-1.256743186,-1.340549338,-1.369963862,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,0.70711798,1.222922862,1.371569823,-0.334830413,-1.33298494
-1.897447213,-1.256743186,-1.340549338,-1.225598999,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,1.000131839,0.998270242,1.371569823,-0.334830413,-1.260850167
-1.945490758,-1.256743186,-1.340549338,-1.225598999,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,1.000131839,0.998270242,1.371569823,-0.334830413,-1.188715394
-1.928767636,-1.256743186,-1.340549338,-1.081234136,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,1.224969281,0.705497248,1.371569823,-0.334830413,-1.116580621
-1.961930438,-1.256743186,-1.340549338,-1.081234136,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,1.224969281,0.705497248,1.371569823,-0.334830413,-1.044445848
-1.912469678,-1.256743186,-1.340549338,-0.936869272,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,1.366308006,0.364555876,1.371569823,-0.334830413,-0.972311074
-1.635546114,-1.256743186,-1.340549338,-0.936869272,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,1.366308006,0.364555876,1.371569823,-0.334830413,-0.900176301
-1.30405982,-1.256743186,-1.340549338,-0.792504409,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,1.414516012,-0.001319284,1.371569823,-0.334830413,-0.828041528
-0.562148429,-1.256743186,-1.340549338,-0.792504409,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,1.414516012,-0.001319284,1.371569823,-0.334830413,-0.755906755
-0.147329968,-1.256743186,-1.340549338,-0.648139546,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,1.366308006,-0.367194444,1.371569823,-0.334830413,-0.683771982
0.407792654,-1.256743186,-1.340549338,-0.648139546,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,1.366308006,-0.367194444,1.371569823,-0.334830413,-0.611637209
0.486306295,-1.256743186,-1.340549338,-0.503774683,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,1.224969281,-0.708135816,1.371569823,-0.334830413,-0.539502436
0.640357428,-1.256743186,-1.340549338,-0.503774683,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,1.224969281,-0.708135816,1.371569823,-0.334830413,-0.467367663
0.500336711,-1.256743186,-1.340549338,-0.35940982,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,1.000131839,-1.00090881,1.371569823,-0.334830413,-0.39523289
0.467032188,-1.256743186,-1.340549338,-0.35940982,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,1.000131839,-1.00090881,1.371569823,-0.334830413,-0.323098117
0.334664425,-1.256743186,-1.340549338,-0.215044957,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,0.70711798,-1.225561429,1.371569823,-0.334830413,-0.250963344
0.358331894,-1.256743186,-1.340549338,-0.215044957,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,0.70711798,-1.225561429,1.371569823,-0.334830413,-0.178828571
0.220153555,-1.256743186,-1.340549338,-0.070680093,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,0.365896114,-1.366783969,1.371569823,-0.334830413,-0.106693798
0.408784703,-1.256743186,-1.340549338,-0.070680093,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,0.365896114,-1.366783969,1.371569823,-0.334830413,-0.034559025
0.401840356,-1.256743186,-1.340549338,0.07368477,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.000280053,-1.414952348,1.371569823,-0.334830413,0.037575748
0.324602207,-1.256743186,-1.340549338,0.07368477,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.000280053,-1.414952348,1.371569823,-0.334830413,0.109710521
0.305044658,-1.256743186,-1.340549338,0.218049633,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.366456219,-1.366783969,1.371569823,-0.334830413,0.181845294
0.458812348,-1.256743186,-1.340549338,0.218049633,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.366456219,-1.366783969,1.371569823,-0.334830413,0.253980068
0.388943711,-1.256743186,-1.340549338,0.362414496,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.707678085,-1.225561429,1.371569823,-0.334830413,0.326114841
0.471283829,-1.256743186,-1.340549338,0.362414496,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.707678085,-1.225561429,1.371569823,-0.334830413,0.398249614
0.417571428,-1.256743186,-1.340549338,0.506779359,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.000691944,-1.00090881,1.371569823,-0.334830413,0.470384387
0.215618471,-1.256743186,-1.340549338,0.506779359,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.000691944,-1.00090881,1.371569823,-0.334830413,0.54251916
0.024294616,-1.256743186,-1.340549338,0.651144222,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.225529386,-0.708135816,1.371569823,-0.334830413,0.614653933
-0.179784162,-1.256743186,-1.340549338,0.651144222,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.225529386,-0.708135816,1.371569823,-0.334830413,0.686788706
0.112445311,-1.256743186,-1.340549338,0.795509085,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.366868111,-0.367194444,1.371569823,-0.334830413,0.758923479
0.569496741,-1.256743186,-1.340549338,0.795509085,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.366868111,-0.367194444,1.371569823,-0.334830413,0.831058252
0.960789454,-1.256743186,-1.340549338,0.939873949,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.415076118,-0.001319284,1.371569823,-0.334830413,0.903193025
1.092306889,-1.256743186,-1.340549338,0.939873949,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.415076118,-0.001319284,1.371569823,-0.334830413,0.975327798
1.223540881,-1.256743186,-1.340549338,1.084238812,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.366868111,0.364555876,1.371569823,-0.334830413,1.047462571
1.237287854,-1.256743186,-1.340549338,1.084238812,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.366868111,0.364555876,1.371569823,-0.334830413,1.119597344
1.202849561,-1.256743186,-1.340549338,1.228603675,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.225529386,0.705497248,1.371569823,-0.334830413,1.191732117
1.073174504,-1.256743186,-1.340549338,1.228603675,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.225529386,0.705497248,1.371569823,-0.334830413,1.26386689
1.082811557,-1.256743186,-1.340549338,1.372968538,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.000691944,0.998270242,1.371569823,-0.334830413,1.336001663
1.022721695,-1.256743186,-1.340549338,1.372968538,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-1.000691944,0.998270242,1.371569823,-0.334830413,1.408136436
0.88709434,-1.256743186,-1.340549338,1.517333401,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.707678085,1.222922862,1.371569823,-0.334830413,1.48027121
0.645459398,-1.256743186,-1.340549338,1.517333401,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.707678085,1.222922862,1.371569823,-0.334830413,1.552405983
0.356064352,-1.256743186,-1.340549338,1.661698264,-0.999805504,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.366456219,1.364145402,1.371569823,-0.334830413,1.624540756
-0.01963901,-1.256743186,-1.340549338,1.661698264,1.000194534,-0.11444239,-0.097080897,1.806470674,1.688481166,-0.366456219,1.364145402,1.371569823,-0.334830413,1.696675529
-0.390665566,-1.256743186,-1.22498939,-1.658693588,-0.999805504,-0.11444239,-0.097080897,1.570242721,1.758593611,-0.000280053,1.41231378,0.603911585,-1.291465434,-1.693658805
-0.775722539,-1.256743186,-1.22498939,-1.658693588,1.000194534,-0.11444239,-0.097080897,1.570242721,1.758593611,-0.000280053,1.41231378,0.603911585,-1.291465434,-1.621524032
-1.036348145,-1.256743186,-1.22498939,-1.514328725,-0.999805504,-0.11444239,-0.097080897,1.570242721,1.758593611,0.365896114,1.364145402,0.603911585,-1.291465434,-1.549389259
-1.32772729,-1.256743186,-1.22498939,-1.514328725,1.000194534,-0.11444239,-0.097080897,1.570242721,1.758593611,0.365896114,1.364145402,0.603911585,-1.291465434,-1.477254486
-1.445214309,-1.256743186,-1.22498939,-1.369963862,-0.999805504,-0.11444239,-0.097080897,1.570242721,1.758593611,0.70711798,1.222922862,0.603911585,-1.291465434,-1.405119713
-1.646175217,-1.256743186,-1.22498939,-1.369963862,1.000194534,-0.11444239,-0.097080897,1.570242721,1.758593611,0.70711798,1.222922862,0.603911585,-1.291465434,-1.33298494
-1.77230724,-1.256743186,-1.22498939,-1.225598999,-0.999805504,-0.11444239,-0.097080897,1.570242721,1.758593611,1.000131839,0.998270242,0.603911585,-1.291465434,-1.260850167
