value,month,day,hour,minute,snow,snow_depth,min_temp,max_temp,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,TotalMinutes
0.463990409,-1.393709321,-1.554591773,0.36403873,-1,-0.081786082,0,1.119851798,1.366485451,-0.710083902,-1.225136497,1.359593499,-0.305964272,0.327709169
0.470833149,-1.393709321,-1.554591773,0.36403873,1,-0.081786082,0,1.119851798,1.366485451,-0.710083902,-1.225136497,1.359593499,-0.305964272,0.399893918
0.379693683,-1.393709321,-1.554591773,0.508502353,-1,-0.081786082,0,1.119851798,1.366485451,-1.002978416,-1.000391609,1.359593499,-0.305964272,0.472078668
0.184166042,-1.393709321,-1.554591773,0.508502353,1,-0.081786082,0,1.119851798,1.366485451,-1.002978416,-1.000391609,1.359593499,-0.305964272,0.544263417
-0.105558458,-1.393709321,-1.554591773,0.652965976,-1,-0.081786082,0,1.119851798,1.366485451,-1.227724281,-0.707498367,1.359593499,-0.305964272,0.616448166
-0.214168749,-1.393709321,-1.554591773,0.652965976,1,-0.081786082,0,1.119851798,1.366485451,-1.227724281,-0.707498367,1.359593499,-0.305964272,0.688632915
0.301511745,-1.393709321,-1.554591773,0.797429598,-1,-0.081786082,0,1.119851798,1.366485451,-1.369005439,-0.366416964,1.359593499,-0.305964272,0.760817665
0.955066159,-1.393709321,-1.554591773,0.797429598,1,-0.081786082,0,1.119851798,1.366485451,-1.369005439,-0.366416964,1.359593499,-0.305964272,0.833002414
1.204607764,-1.393709321,-1.554591773,0.941893221,-1,-0.081786082,0,1.119851798,1.366485451,-1.41719381,-0.000391532,1.359593499,-0.305964272,0.905187163
1.332581551,-1.393709321,-1.554591773,0.941893221,1,-0.081786082,0,1.119851798,1.366485451,-1.41719381,-0.000391532,1.359593499,-0.305964272,0.977371913
1.387177876,-1.393709321,-1.554591773,1.086356844,-1,-0.081786082,0,1.119851798,1.366485451,-1.369005439,0.3656339,1.359593499,-0.305964272,1.049556662
1.676174426,-1.393709321,-1.554591773,1.086356844,1,-0.081786082,0,1.119851798,1.366485451,-1.369005439,0.3656339,1.359593499,-0.305964272,1.121741411
0.968169277,-1.393709321,-1.554591773,1.230820466,-1,-0.081786082,0,1.119851798,1.366485451,-1.227724281,0.706715303,1.359593499,-0.305964272,1.19392616
0.422206022,-1.393709321,-1.554591773,1.230820466,1,-0.081786082,0,1.119851798,1.366485451,-1.227724281,0.706715303,1.359593499,-0.305964272,1.26611091
0.798556692,-1.393709321,-1.554591773,1.375284089,-1,-0.081786082,0,1.119851798,1.366485451,-1.002978416,0.999608545,1.359593499,-0.305964272,1.338295659
1.050718921,-1.393709321,-1.554591773,1.375284089,1,-0.081786082,0,1.119851798,1.366485451,-1.002978416,0.999608545,1.359593499,-0.305964272,1.410480408
1.025240636,-1.393709321,-1.554591773,1.519747712,-1,-0.081786082,0,1.119851798,1.366485451,-0.710083902,1.224353433,1.359593499,-0.305964272,1.482665158
0.538241412,-1.393709321,-1.554591773,1.519747712,1,-0.081786082,0,1.119851798,1.366485451,-0.710083902,1.224353433,1.359593499,-0.305964272,1.554849907
0.314323682,-1.393709321,-1.554591773,1.664211334,-1,-0.081786082,0,1.119851798,1.366485451,-0.369001016,1.365633976,1.359593499,-0.305964272,1.627034656
-0.007576253,-1.393709321,-1.554591773,1.664211334,1,-0.081786082,0,1.119851798,1.366485451,-0.369001016,1.365633976,1.359593499,-0.305964272,1.699219405
-0.394991779,-1.393709321,-1.440126968,-1.658451987,-1,-0.081786082,0,0.87145431,1.06854114,-0.002973994,1.413822139,0.594788212,-1.266073532,-1.693463811
-0.698401758,-1.393709321,-1.440126968,-1.658451987,1,-0.081786082,0,0.87145431,1.06854114,-0.002973994,1.413822139,0.594788212,-1.266073532,-1.621279062
-1.010838331,-1.393709321,-1.440126968,-1.513988365,-1,-0.081786082,0,0.87145431,1.06854114,0.363053029,1.365633976,0.594788212,-1.266073532,-1.549094312
-1.202726216,-1.393709321,-1.440126968,-1.513988365,1,-0.081786082,0,0.87145431,1.06854114,0.363053029,1.365633976,0.594788212,-1.266073532,-1.476909563
-1.387916952,-1.393709321,-1.440126968,-1.369524742,-1,-0.081786082,0,0.87145431,1.06854114,0.704135914,1.224353433,0.594788212,-1.266073532,-1.404724814
-1.598003613,-1.393709321,-1.440126968,-1.369524742,1,-0.081786082,0,0.87145431,1.06854114,0.704135914,1.224353433,0.594788212,-1.266073532,-1.332540064
-1.760045507,-1.393709321,-1.440126968,-1.225061119,-1,-0.081786082,0,0.87145431,1.06854114,0.997030428,0.999608545,0.594788212,-1.266073532,-1.260355315
-1.806925552,-1.393709321,-1.440126968,-1.225061119,1,-0.081786082,0,0.87145431,1.06854114,0.997030428,0.999608545,0.594788212,-1.266073532,-1.188170566
-1.778098692,-1.393709321,-1.440126968,-1.080597497,-1,-0.081786082,0,0.87145431,1.06854114,1.221776294,0.706715303,0.594788212,-1.266073532,-1.115985817
-1.788144416,-1.393709321,-1.440126968,-1.080597497,1,-0.081786082,0,0.87145431,1.06854114,1.221776294,0.706715303,0.594788212,-1.266073532,-1.043801067
-1.799354861,-1.393709321,-1.440126968,-0.936133874,-1,-0.081786082,0,0.87145431,1.06854114,1.363057451,0.3656339,0.594788212,-1.266073532,-0.971616318
-1.567575261,-1.393709321,-1.440126968,-0.936133874,1,-0.081786082,0,0.87145431,1.06854114,1.363057451,0.3656339,0.594788212,-1.266073532,-0.899431569
-1.291827419,-1.393709321,-1.440126968,-0.791670251,-1,-0.081786082,0,0.87145431,1.06854114,1.411245823,-0.000391532,0.594788212,-1.266073532,-0.827246819
-0.763771759,-1.393709321,-1.440126968,-0.791670251,1,-0.081786082,0,0.87145431,1.06854114,1.411245823,-0.000391532,0.594788212,-1.266073532,-0.75506207
-0.454101401,-1.393709321,-1.440126968,-0.647206629,-1,-0.081786082,0,0.87145431,1.06854114,1.363057451,-0.366416964,0.594788212,-1.266073532,-0.682877321
-0.114293871,-1.393709321,-1.440126968,-0.647206629,1,-0.081786082,0,0.87145431,1.06854114,1.363057451,-0.366416964,0.594788212,-1.266073532,-0.610692572
0.206586933,-1.393709321,-1.440126968,-0.502743006,-1,-0.081786082,0,0.87145431,1.06854114,1.221776294,-0.707498367,0.594788212,-1.266073532,-0.538507822
0.516985243,-1.393709321,-1.440126968,-0.502743006,1,-0.081786082,0,0.87145431,1.06854114,1.221776294,-0.707498367,0.594788212,-1.266073532,-0.466323073
0.43545473,-1.393709321,-1.440126968,-0.358279383,-1,-0.081786082,0,0.87145431,1.06854114,0.997030428,-1.000391609,0.594788212,-1.266073532,-0.394138324
0.270646622,-1.393709321,-1.440126968,-0.358279383,1,-0.081786082,0,0.87145431,1.06854114,0.997030428,-1.000391609,0.594788212,-1.266073532,-0.321953574
0.107440006,-1.393709321,-1.440126968,-0.21381576,-1,-0.081786082,0,0.87145431,1.06854114,0.704135914,-1.225136497,0.594788212,-1.266073532,-0.249768825
0.152864149,-1.393709321,-1.440126968,-0.21381576,1,-0.081786082,0,0.87145431,1.06854114,0.704135914,-1.225136497,0.594788212,-1.266073532,-0.177584076
0.077739605,-1.393709321,-1.440126968,-0.069352138,-1,-0.081786082,0,0.87145431,1.06854114,0.363053029,-1.366417041,0.594788212,-1.266073532,-0.105399327
0.206586933,-1.393709321,-1.440126968,-0.069352138,1,-0.081786082,0,0.87145431,1.06854114,0.363053029,-1.366417041,0.594788212,-1.266073532,-0.033214577
0.32684444,-1.393709321,-1.440126968,0.075111485,-1,-0.081786082,0,0.87145431,1.06854114,-0.002973994,-1.414605203,0.594788212,-1.266073532,0.038970172
0.481315643,-1.393709321,-1.440126968,0.075111485,1,-0.081786082,0,0.87145431,1.06854114,-0.002973994,-1.414605203,0.594788212,-1.266073532,0.111154921
0.53663992,-1.393709321,-1.440126968,0.219575108,-1,-0.081786082,0,0.87145431,1.06854114,-0.369001016,-1.366417041,0.594788212,-1.266073532,0.183339671
0.568087403,-1.393709321,-1.440126968,0.219575108,1,-0.081786082,0,0.87145431,1.06854114,-0.369001016,-1.366417041,0.594788212,-1.266073532,0.25552442
0.582937604,-1.393709321,-1.440126968,0.36403873,-1,-0.081786082,0,0.87145431,1.06854114,-0.710083902,-1.225136497,0.594788212,-1.266073532,0.327709169
0.541444397,-1.393709321,-1.440126968,0.36403873,1,-0.081786082,0,0.87145431,1.06854114,-0.710083902,-1.225136497,0.594788212,-1.266073532,0.399893918
0.412597068,-1.393709321,-1.440126968,0.508502353,-1,-0.081786082,0,0.87145431,1.06854114,-1.002978416,-1.000391609,0.594788212,-1.266073532,0.472078668
0.185767535,-1.393709321,-1.440126968,0.508502353,1,-0.081786082,0,0.87145431,1.06854114,-1.002978416,-1.000391609,0.594788212,-1.266073532,0.544263417
-0.108324672,-1.393709321,-1.440126968,0.652965976,-1,-0.081786082,0,0.87145431,1.06854114,-1.227724281,-0.707498367,0.594788212,-1.266073532,0.616448166
-0.232949885,-1.393709321,-1.440126968,0.652965976,1,-0.081786082,0,0.87145431,1.06854114,-1.227724281,-0.707498367,0.594788212,-1.266073532,0.688632915
0.24007268,-1.393709321,-1.440126968,0.797429598,-1,-0.081786082,0,0.87145431,1.06854114,-1.369005439,-0.366416964,0.594788212,-1.266073532,0.760817665
0.616714531,-1.393709321,-1.440126968,0.797429598,1,-0.081786082,0,0.87145431,1.06854114,-1.369005439,-0.366416964,0.594788212,-1.266073532,0.833002414
0.86902235,-1.393709321,-1.440126968,0.941893221,-1,-0.081786082,0,0.87145431,1.06854114,-1.41719381,-0.000391532,0.594788212,-1.266073532,0.905187163
1.063094088,-1.393709321,-1.440126968,0.941893221,1,-0.081786082,0,0.87145431,1.06854114,-1.41719381,-0.000391532,0.594788212,-1.266073532,0.977371913
2.129396723,-1.393709321,-1.440126968,1.086356844,-1,-0.081786082,0,0.87145431,1.06854114,-1.369005439,0.3656339,0.594788212,-1.266073532,1.049556662
0.894209455,-1.393709321,-1.440126968,1.086356844,1,-0.081786082,0,0.87145431,1.06854114,-1.369005439,0.3656339,0.594788212,-1.266073532,1.121741411
1.066442663,-1.393709321,-1.440126968,1.230820466,-1,-0.081786082,0,0.87145431,1.06854114,-1.227724281,0.706715303,0.594788212,-1.266073532,1.19392616
0.994229923,-1.393709321,-1.440126968,1.230820466,1,-0.081786082,0,0.87145431,1.06854114,-1.227724281,0.706715303,0.594788212,-1.266073532,1.26611091
1.063385269,-1.393709321,-1.440126968,1.375284089,-1,-0.081786082,0,0.87145431,1.06854114,-1.002978416,0.999608545,0.594788212,-1.266073532,1.338295659
0.613511546,-1.393709321,-1.440126968,1.375284089,1,-0.081786082,0,0.87145431,1.06854114,-1.002978416,0.999608545,0.594788212,-1.266073532,1.410480408
0.258708225,-1.393709321,-1.440126968,1.519747712,-1,-0.081786082,0,0.87145431,1.06854114,-0.710083902,1.224353433,0.594788212,-1.266073532,1.482665158
0.181545419,-1.393709321,-1.440126968,1.519747712,1,-0.081786082,0,0.87145431,1.06854114,-0.710083902,1.224353433,0.594788212,-1.266073532,1.554849907
0.11748573,-1.393709321,-1.440126968,1.664211334,-1,-0.081786082,0,0.87145431,1.06854114,-0.369001016,1.365633976,0.594788212,-1.266073532,1.627034656
0.096229561,-1.393709321,-1.440126968,1.664211334,1,-0.081786082,0,0.87145431,1.06854114,-0.369001016,1.365633976,0.594788212,-1.266073532,1.699219405
0.033771364,-1.393709321,-1.325662162,-1.658451987,-1,-0.081786082,0,0.540257659,0.100222131,-0.002973994,1.413822139,-0.631864229,-1.266073532,-1.693463811
-0.140354517,-1.393709321,-1.325662162,-1.658451987,1,-0.081786082,0,0.540257659,0.100222131,-0.002973994,1.413822139,-0.631864229,-1.266073532,-1.621279062
-0.411152291,-1.393709321,-1.325662162,-1.513988365,-1,-0.081786082,0,0.540257659,0.100222131,0.363053029,1.365633976,-0.631864229,-1.266073532,-1.549094312
-0.584986992,-1.393709321,-1.325662162,-1.513988365,1,-0.081786082,0,0.540257659,0.100222131,0.363053029,1.365633976,-0.631864229,-1.266073532,-1.476909563
-0.783135256,-1.393709321,-1.325662162,-1.369524742,-1,-0.081786082,0,0.540257659,0.100222131,0.704135914,1.224353433,-0.631864229,-1.266073532,-1.404724814
-1.012585413,-1.393709321,-1.325662162,-1.369524742,1,-0.081786082,0,0.540257659,0.100222131,0.704135914,1.224353433,-0.631864229,-1.266073532,-1.332540064
-1.187876016,-1.393709321,-1.325662162,-1.225061119,-1,-0.081786082,0,0.540257659,0.100222131,0.997030428,0.999608545,-0.631864229,-1.266073532,-1.260355315
-1.278433121,-1.393709321,-1.325662162,-1.225061119,1,-0.081786082,0,0.540257659,0.100222131,0.997030428,0.999608545,-0.631864229,-1.266073532,-1.188170566
-1.412521696,-1.393709321,-1.325662162,-1.080597497,-1,-0.081786082,0,0.540257659,0.100222131,1.221776294,0.706715303,-0.631864229,-1.266073532,-1.115985817
-1.584754905,-1.393709321,-1.325662162,-1.080597497,1,-0.081786082,0,0.540257659,0.100222131,1.221776294,0.706715303,-0.631864229,-1.266073532,-1.043801067
-1.732528959,-1.393709321,-1.325662162,-0.936133874,-1,-0.081786082,0,0.540257659,0.100222131,1.363057451,0.3656339,-0.631864229,-1.266073532,-0.971616318
-1.759171966,-1.393709321,-1.325662162,-0.936133874,1,-0.081786082,0,0.540257659,0.100222131,1.363057451,0.3656339,-0.631864229,-1.266073532,-0.899431569
-1.712728692,-1.393709321,-1.325662162,-0.791670251,-1,-0.081786082,0,0.540257659,0.100222131,1.411245823,-0.000391532,-0.631864229,-1.266073532,-0.827246819
-1.618823012,-1.393709321,-1.325662162,-0.791670251,1,-0.081786082,0,0.540257659,0.100222131,1.411245823,-0.000391532,-0.631864229,-1.266073532,-0.75506207
-1.533215973,-1.393709321,-1.325662162,-0.647206629,-1,-0.081786082,0,0.540257659,0.100222131,1.363057451,-0.366416964,-0.631864229,-1.266073532,-0.682877321
-1.518948133,-1.393709321,-1.325662162,-0.647206629,1,-0.081786082,0,0.540257659,0.100222131,1.363057451,-0.366416964,-0.631864229,-1.266073532,-0.610692572
-1.484152075,-1.393709321,-1.325662162,-0.502743006,-1,-0.081786082,0,0.540257659,0.100222131,1.221776294,-0.707498367,-0.631864229,-1.266073532,-0.538507822
-1.395196462,-1.393709321,-1.325662162,-0.502743006,1,-0.081786082,0,0.540257659,0.100222131,1.221776294,-0.707498367,-0.631864229,-1.266073532,-0.466323073
-1.167784568,-1.393709321,-1.325662162,-0.358279383,-1,-0.081786082,0,0.540257659,0.100222131,0.997030428,-1.000391609,-0.631864229,-1.266073532,-0.394138324
-1.094843877,-1.393709321,-1.325662162,-0.358279383,1,-0.081786082,0,0.540257659,0.100222131,0.997030428,-1.000391609,-0.631864229,-1.266073532,-0.321953574
-0.980701159,-1.393709321,-1.325662162,-0.21381576,-1,-0.081786082,0,0.540257659,0.100222131,0.704135914,-1.225136497,-0.631864229,-1.266073532,-0.249768825
-0.819387216,-1.393709321,-1.325662162,-0.21381576,1,-0.081786082,0,0.540257659,0.100222131,0.704135914,-1.225136497,-0.631864229,-1.266073532,-0.177584076
-0.631139085,-1.393709321,-1.325662162,-0.069352138,-1,-0.081786082,0,0.540257659,0.100222131,0.363053029,-1.366417041,-0.631864229,-1.266073532,-0.105399327
