,timestamp,value,month,day,hour,minute,day_of_week,isWeekend,Holiday,prep,snow,snow_depth,min_temp,max_temp,isHoliday,TotalMinutes,Season,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,value_lag_1,value_lag_2,value_lag_3
13,2014-07-01 06:30:00,11039.0,7,1,6,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,390,Summer,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,6526.0,4364.0,2515.0
14,2014-07-01 07:00:00,13857.0,7,1,7,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,420,Summer,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,11039.0,6526.0,4364.0
15,2014-07-01 07:30:00,15865.0,7,1,7,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,450,Summer,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,13857.0,11039.0,6526.0
16,2014-07-01 08:00:00,17920.0,7,1,8,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,480,Summer,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,15865.0,13857.0,11039.0
17,2014-07-01 08:30:00,20346.0,7,1,8,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,510,Summer,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,17920.0,15865.0,13857.0
18,2014-07-01 09:00:00,19539.0,7,1,9,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,540,Summer,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,20346.0,17920.0,15865.0
19,2014-07-01 09:30:00,20107.0,7,1,9,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,570,Summer,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,19539.0,20346.0,17920.0
20,2014-07-01 10:00:00,18984.0,7,1,10,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,600,Summer,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,20107.0,19539.0,20346.0
21,2014-07-01 10:30:00,17720.0,7,1,10,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,630,Summer,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,18984.0,20107.0,19539.0
22,2014-07-01 11:00:00,17249.0,7,1,11,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,660,Summer,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,17720.0,18984.0,20107.0
23,2014-07-01 11:30:00,18463.0,7,1,11,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,690,Summer,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,17249.0,17720.0,18984.0
24,2014-07-01 12:00:00,18908.0,7,1,12,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,720,Summer,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,18463.0,17249.0,17720.0
25,2014-07-01 12:30:00,18886.0,7,1,12,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,750,Summer,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,18908.0,18463.0,17249.0
26,2014-07-01 13:00:00,18178.0,7,1,13,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,780,Summer,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,18886.0,18908.0,18463.0
27,2014-07-01 13:30:00,19459.0,7,1,13,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,810,Summer,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,18178.0,18886.0,18908.0
28,2014-07-01 14:00:00,19546.0,7,1,14,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,840,Summer,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,19459.0,18178.0,18886.0
29,2014-07-01 14:30:00,20591.0,7,1,14,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,870,Summer,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,19546.0,19459.0,18178.0
30,2014-07-01 15:00:00,19380.0,7,1,15,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,900,Summer,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,20591.0,19546.0,19459.0
31,2014-07-01 15:30:00,18544.0,7,1,15,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,930,Summer,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,19380.0,20591.0,19546.0
32,2014-07-01 16:00:00,16228.0,7,1,16,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,960,Summer,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,18544.0,19380.0,20591.0
33,2014-07-01 16:30:00,15013.0,7,1,16,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,990,Summer,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,16228.0,18544.0,19380.0
34,2014-07-01 17:00:00,17203.0,7,1,17,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1020,Summer,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,15013.0,16228.0,18544.0
35,2014-07-01 17:30:00,19525.0,7,1,17,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1050,Summer,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,17203.0,15013.0,16228.0
36,2014-07-01 18:00:00,22966.0,7,1,18,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1080,Summer,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,19525.0,17203.0,15013.0
37,2014-07-01 18:30:00,27598.0,7,1,18,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1110,Summer,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,22966.0,19525.0,17203.0
38,2014-07-01 19:00:00,26827.0,7,1,19,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1140,Summer,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,27598.0,22966.0,19525.0
39,2014-07-01 19:30:00,24904.0,7,1,19,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1170,Summer,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,26827.0,27598.0,22966.0
40,2014-07-01 20:00:00,22875.0,7,1,20,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1200,Summer,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,24904.0,26827.0,27598.0
41,2014-07-01 20:30:00,20394.0,7,1,20,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1230,Summer,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,22875.0,24904.0,26827.0
42,2014-07-01 21:00:00,23401.0,7,1,21,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1260,Summer,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,20394.0,22875.0,24904.0
43,2014-07-01 21:30:00,24439.0,7,1,21,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1290,Summer,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,23401.0,20394.0,22875.0
44,2014-07-01 22:00:00,23318.0,7,1,22,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1320,Summer,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,24439.0,23401.0,20394.0
45,2014-07-01 22:30:00,21733.0,7,1,22,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1350,Summer,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,23318.0,24439.0,23401.0
46,2014-07-01 23:00:00,20104.0,7,1,23,0,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1380,Summer,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,21733.0,23318.0,24439.0
47,2014-07-01 23:30:00,16111.0,7,1,23,30,Tuesday,False,No Public Holiday,0.0,0.0,0.0,72.0,89.0,False,1410,Summer,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,20104.0,21733.0,23318.0
48,2014-07-02 00:00:00,13370.0,7,2,0,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,0,Summer,0.0,1.0,0.9749279121818236,-0.22252093395631434,16111.0,20104.0,21733.0
49,2014-07-02 00:30:00,9945.0,7,2,0,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,30,Summer,0.0,1.0,0.9749279121818236,-0.22252093395631434,13370.0,16111.0,20104.0
50,2014-07-02 01:00:00,7571.0,7,2,1,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,60,Summer,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,9945.0,13370.0,16111.0
51,2014-07-02 01:30:00,5917.0,7,2,1,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,90,Summer,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,7571.0,9945.0,13370.0
52,2014-07-02 02:00:00,4820.0,7,2,2,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,120,Summer,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,5917.0,7571.0,9945.0
53,2014-07-02 02:30:00,3634.0,7,2,2,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,150,Summer,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,4820.0,5917.0,7571.0
54,2014-07-02 03:00:00,2993.0,7,2,3,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,180,Summer,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,3634.0,4820.0,5917.0
55,2014-07-02 03:30:00,2535.0,7,2,3,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,210,Summer,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,2993.0,3634.0,4820.0
56,2014-07-02 04:00:00,2570.0,7,2,4,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,240,Summer,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,2535.0,2993.0,3634.0
57,2014-07-02 04:30:00,2485.0,7,2,4,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,270,Summer,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,2570.0,2535.0,2993.0
58,2014-07-02 05:00:00,2868.0,7,2,5,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,300,Summer,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,2485.0,2570.0,2535.0
59,2014-07-02 05:30:00,4482.0,7,2,5,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,330,Summer,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,2868.0,2485.0,2570.0
60,2014-07-02 06:00:00,6788.0,7,2,6,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,360,Summer,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,4482.0,2868.0,2485.0
61,2014-07-02 06:30:00,11078.0,7,2,6,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,390,Summer,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,6788.0,4482.0,2868.0
62,2014-07-02 07:00:00,13729.0,7,2,7,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,420,Summer,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,11078.0,6788.0,4482.0
63,2014-07-02 07:30:00,16700.0,7,2,7,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,450,Summer,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,13729.0,11078.0,6788.0
64,2014-07-02 08:00:00,19156.0,7,2,8,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,480,Summer,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,16700.0,13729.0,11078.0
65,2014-07-02 08:30:00,19953.0,7,2,8,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,510,Summer,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,19156.0,16700.0,13729.0
66,2014-07-02 09:00:00,19502.0,7,2,9,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,540,Summer,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,19953.0,19156.0,16700.0
67,2014-07-02 09:30:00,18994.0,7,2,9,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,570,Summer,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,19502.0,19953.0,19156.0
68,2014-07-02 10:00:00,17311.0,7,2,10,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,600,Summer,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,18994.0,19502.0,19953.0
69,2014-07-02 10:30:00,17904.0,7,2,10,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,630,Summer,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,17311.0,18994.0,19502.0
70,2014-07-02 11:00:00,17133.0,7,2,11,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,660,Summer,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,17904.0,17311.0,18994.0
71,2014-07-02 11:30:00,18589.0,7,2,11,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,690,Summer,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,17133.0,17904.0,17311.0
72,2014-07-02 12:00:00,19134.0,7,2,12,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,720,Summer,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,18589.0,17133.0,17904.0
73,2014-07-02 12:30:00,19259.0,7,2,12,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,750,Summer,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,19134.0,18589.0,17133.0
74,2014-07-02 13:00:00,18667.0,7,2,13,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,780,Summer,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,19259.0,19134.0,18589.0
75,2014-07-02 13:30:00,19078.0,7,2,13,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,810,Summer,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,18667.0,19259.0,19134.0
76,2014-07-02 14:00:00,18546.0,7,2,14,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,840,Summer,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,19078.0,18667.0,19259.0
77,2014-07-02 14:30:00,18593.0,7,2,14,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,870,Summer,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,18546.0,19078.0,18667.0
78,2014-07-02 15:00:00,17967.0,7,2,15,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,900,Summer,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,18593.0,18546.0,19078.0
79,2014-07-02 15:30:00,16624.0,7,2,15,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,930,Summer,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,17967.0,18593.0,18546.0
80,2014-07-02 16:00:00,14634.0,7,2,16,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,960,Summer,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,16624.0,17967.0,18593.0
81,2014-07-02 16:30:00,13888.0,7,2,16,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,990,Summer,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,14634.0,16624.0,17967.0
82,2014-07-02 17:00:00,17430.0,7,2,17,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1020,Summer,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,13888.0,14634.0,16624.0
83,2014-07-02 17:30:00,21919.0,7,2,17,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1050,Summer,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,17430.0,13888.0,14634.0
84,2014-07-02 18:00:00,23633.0,7,2,18,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1080,Summer,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,21919.0,17430.0,13888.0
85,2014-07-02 18:30:00,24512.0,7,2,18,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1110,Summer,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,23633.0,21919.0,17430.0
86,2014-07-02 19:00:00,24887.0,7,2,19,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1140,Summer,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,24512.0,23633.0,21919.0
87,2014-07-02 19:30:00,26872.0,7,2,19,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1170,Summer,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,24887.0,24512.0,23633.0
88,2014-07-02 20:00:00,22009.0,7,2,20,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1200,Summer,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,26872.0,24887.0,24512.0
89,2014-07-02 20:30:00,18259.0,7,2,20,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1230,Summer,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,22009.0,26872.0,24887.0
90,2014-07-02 21:00:00,20844.0,7,2,21,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1260,Summer,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,18259.0,22009.0,26872.0
91,2014-07-02 21:30:00,22576.0,7,2,21,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1290,Summer,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,20844.0,18259.0,22009.0
92,2014-07-02 22:00:00,22401.0,7,2,22,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1320,Summer,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,22576.0,20844.0,18259.0
93,2014-07-02 22:30:00,19056.0,7,2,22,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1350,Summer,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,22401.0,22576.0,20844.0
94,2014-07-02 23:00:00,17518.0,7,2,23,0,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1380,Summer,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,19056.0,22401.0,22576.0
95,2014-07-02 23:30:00,15307.0,7,2,23,30,Wednesday,False,No Public Holiday,0.96,0.0,0.0,72.0,91.0,False,1410,Summer,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,17518.0,19056.0,22401.0
96,2014-07-03 00:00:00,12646.0,7,3,0,0,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,0,Summer,0.0,1.0,0.43388373911755823,-0.900968867902419,15307.0,17518.0,19056.0
97,2014-07-03 00:30:00,10562.0,7,3,0,30,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,30,Summer,0.0,1.0,0.43388373911755823,-0.900968867902419,12646.0,15307.0,17518.0
98,2014-07-03 01:00:00,8416.0,7,3,1,0,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,60,Summer,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,10562.0,12646.0,15307.0
99,2014-07-03 01:30:00,7098.0,7,3,1,30,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,90,Summer,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,8416.0,10562.0,12646.0
100,2014-07-03 02:00:00,5826.0,7,3,2,0,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,120,Summer,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,7098.0,8416.0,10562.0
101,2014-07-03 02:30:00,4383.0,7,3,2,30,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,150,Summer,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,5826.0,7098.0,8416.0
102,2014-07-03 03:00:00,3270.0,7,3,3,0,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,180,Summer,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,4383.0,5826.0,7098.0
103,2014-07-03 03:30:00,2948.0,7,3,3,30,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,210,Summer,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,3270.0,4383.0,5826.0
104,2014-07-03 04:00:00,3146.0,7,3,4,0,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,240,Summer,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,2948.0,3270.0,4383.0
105,2014-07-03 04:30:00,3077.0,7,3,4,30,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,270,Summer,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,3146.0,2948.0,3270.0
106,2014-07-03 05:00:00,3000.0,7,3,5,0,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,300,Summer,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,3077.0,3146.0,2948.0
107,2014-07-03 05:30:00,4592.0,7,3,5,30,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,330,Summer,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,3000.0,3077.0,3146.0
108,2014-07-03 06:00:00,6486.0,7,3,6,0,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,360,Summer,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,4592.0,3000.0,3077.0
109,2014-07-03 06:30:00,10113.0,7,3,6,30,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,390,Summer,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,6486.0,4592.0,3000.0
110,2014-07-03 07:00:00,12240.0,7,3,7,0,Thursday,False,No Public Holiday,1.78,0.0,0.0,69.0,87.0,False,420,Summer,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,10113.0,6486.0,4592.0
